author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@JorgeLuisBonillaVázquez,2026-06-21T17:52:54Z,0,Porque levanto la mano cristiano,fJrctBM0poE,porque levanto la mano cristiano,neutral,0.0,"['mano cristiano', 'porque levanto', 'levanto la']",[],107
@xamidovtolibjon806,2026-06-21T17:52:42Z,0,Futbol seni tark etguncha sen futbolni tark et,fJrctBM0poE,futbol seni tark etguncha sen futbolni tark et,neutral,0.0,"['futbolni tark', 'sen futbolni', 'futbol seni']","[('seni tark etguncha', 'ORG'), ('tark et', 'ORG')]",-1
@lanningthouja6214,2026-06-21T17:45:47Z,0,Ronaldo fans like ❤❤❤❤❤,fJrctBM0poE,ronaldo fans like,positive,0.3612,"['ronaldo fans', 'fans like', 'ronaldo']","[('ronaldo', 'ORG')]",73
@NotGoldappsgamer01,2026-06-21T17:44:17Z,0,🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹,fJrctBM0poE,,neutral,0.0,[],[],0
@NamasteBbooktube,2026-06-21T17:13:51Z,0,Come on Ronaldo is a legend anyone can have a bad day,fJrctBM0poE,come on ronaldo is a legend anyone can have a bad day,negative,-0.5423,"['ronaldo legend', 'come ronaldo', 'ronaldo']",[],-1
@borutoschannel1613,2026-06-21T16:30:54Z,0,Poor team play Portugal. It seems they cannot pass through the grouping with how they play. Selfish and Ego.,fJrctBM0poE,poor team play portugal it seems they cannot pass through the grouping with how they play selfish and ego,negative,-0.34,"['play portugal', 'poor team', 'portugal pass']",[],8
@N_vlog_and_mauja,2026-06-21T16:15:21Z,0,🇵🇹🇵🇹,fJrctBM0poE,,neutral,0.0,[],[],0
@NEEVANAMANE,2026-06-21T16:14:00Z,0,Sad that ronaldo will retire after the world cup is done😭😭😭😭😭😭😭😭😭😭😭😭😅😭😭😭😭😭,fJrctBM0poE,sad that ronaldo will retire after the world cup is done,negative,-0.4767,"['ronaldo retire', 'sad ronaldo', 'ronaldo']","[('ronaldo', 'ORG')]",133
@Okka-t6n,2026-06-21T15:56:05Z,0,Ronaldo masih di khianati skuad portugal yang berisi pemain-pemain medioker,fJrctBM0poE,ronaldo masih di khianati skuad portugal yang berisi pemain pemain medioker,neutral,0.0,"['ronaldo masih', 'ronaldo', 'skuad portugal']","[('ronaldo masih di khianati', 'PERSON'), ('portugal yang', 'PERSON')]",11
@YidhariGooner22,2026-06-21T15:51:41Z,0,What a great way to get a 6.7 rating to honour the 67 kid,fJrctBM0poE,what a great way to get a 6 7 rating to honour the 67 kid,positive,0.8316,"['rating honour', '67 kid', 'rating']",[],14
@Foreskinsnt,2026-06-21T15:50:59Z,0,"""McQueen is fading"" ahh ronaldo",fJrctBM0poE,mcqueen is fading ahh ronaldo,neutral,0.0,"['mcqueen fading', 'mcqueen', 'ronaldo']",[],26
@Specticspud,2026-06-21T15:47:10Z,0,I can’t watch Portugal sadly because I can’t fit Ronaldo’s head on my 88 inch tv 😂😂😂,fJrctBM0poE,i can t watch portugal sadly because i can t fit ronaldo s head on my 88 inch television,negative,-0.0772,"['watch portugal', 'ronaldo head', 'portugal sadly']",[],-1
@odettemushiya3633,2026-06-21T15:35:55Z,0,Great Congo 🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩..Great Team ❤❤❤..Fimbu na Fimbu ❤❤,fJrctBM0poE,great congo great team fimbu not applicable fimbu,positive,0.8481,"['team fimbu', 'fimbu applicable', 'applicable fimbu']",[],-1
@feitantherapist9271,2026-06-21T15:15:44Z,0,Congrats to congo,fJrctBM0poE,congratulations to congo,positive,0.5994,"['congratulations congo', 'congo', 'congratulations']",[],24
@user-dm8wb3xu9x,2026-06-21T14:33:56Z,0,Wow,fJrctBM0poE,wow,positive,0.5859,[],[],96
@ashrafamin1099,2026-06-21T14:24:51Z,0,"Jose Mourinho should be the Portugal coach not Roberto Martinez.

Jose Mourinho is Portugese like Ronaldo",fJrctBM0poE,jose mourinho should be the portugal coach not roberto martinez jose mourinho is portugese like ronaldo,positive,0.3612,"['mourinho portugese', 'mourinho portugal', 'jose mourinho']","[('portugal', 'GPE')]",33
@Alailimfx,2026-06-21T13:56:37Z,3,"""How to actually watch a world cup game for free""🥀",fJrctBM0poE,how to actually watch a world cup game for free,positive,0.5106,"['game free', 'watch world', 'world cup']",[],-1
@Alailimfx,2026-06-21T13:53:45Z,1,Messi fans are grilling me brochacho 🥀 (ps. he kinda plays like me now),fJrctBM0poE,messi fans are grilling me brochacho ps he kind of plays like me now,positive,0.4951,"['messi fans', 'messi', 'grilling brochacho']","[('messi', 'PERSON'), ('ps', 'PERSON')]",3
@user-to5fp2np2o,2026-06-21T13:09:52Z,1,"Youtuber penaldo . 
No penalty no goal. 😂",fJrctBM0poE,youtuber penaldo no penalty no goal,positive,0.5216,"['youtuber penaldo', 'penaldo penalty', 'penalty goal']",[],41
@ArtificialRobots,2026-06-21T12:58:28Z,0,BUT BUT BUT HES 41 HES OLD,fJrctBM0poE,but but but hes 41 hes old,neutral,0.0,"['hes 41', '41 hes', 'hes old']",[],15
@spunz83ify,2026-06-21T12:56:54Z,0,Ronaldo is better off being a mascot at this point.,fJrctBM0poE,ronaldo is better off being a mascot at this point,positive,0.4404,"['ronaldo better', 'better mascot', 'ronaldo']","[('ronaldo', 'ORG')]",-1
@nico7633,2026-06-21T12:48:01Z,0,Penaldo JAJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJA,fJrctBM0poE,penaldo jajajajajajajjajajajajajajajajjajaja,neutral,0.0,"['penaldo jajajajajajajjajajajajajajajajjajaja', 'penaldo', 'jajajajajajajjajajajajajajajajjajaja']","[('penaldo jajajajajajajjajajajajajajajajjajaja', 'PERSON')]",41
@MohammedLahan-k3x,2026-06-21T12:37:05Z,0,Guys pls pass to Ronaldo be teamwork,fJrctBM0poE,guys please pass to ronaldo be teamwork,positive,0.3182,"['ronaldo teamwork', 'pass ronaldo', 'ronaldo']",[],101
@6090cinema,2026-06-21T12:08:20Z,0,Ronaldo carrying Portugal ❌ Wissa Carrying Congo ✅,fJrctBM0poE,ronaldo carrying portugal wissa carrying congo,neutral,0.0,"['ronaldo carrying', 'carrying congo', 'carrying portugal']","[('ronaldo', 'ORG'), ('portugal wissa', 'PERSON')]",-1
@sportcalledcricket2009,2026-06-21T12:06:18Z,0,poor ronaldo was unable to find goals,fJrctBM0poE,poor ronaldo was unable to find goals,negative,-0.4767,"['poor ronaldo', 'ronaldo unable', 'unable goals']",[],-1
@UsamaNaeem.,2026-06-21T12:03:13Z,0,There was once a goat and goat is now Sacrificed...,fJrctBM0poE,there was once a goat and goat is now sacrificed,neutral,0.0,"['goat sacrificed', 'goat goat', 'goat']",[],44
@graciannieubarn-sz2dl,2026-06-21T11:23:53Z,1,"Bro it is real Portugal VS Mexico 1-1 .

TRUE",fJrctBM0poE,brother it is real portugal vs mexico 1 1 true,positive,0.4215,"['portugal vs', 'real portugal', 'vs mexico']","[('portugal', 'GPE')]",-1
@erwindebenito,2026-06-21T11:18:32Z,0,Ronaldo and Portugal will have a chance,fJrctBM0poE,ronaldo and portugal will have a chance,positive,0.25,"['portugal chance', 'ronaldo portugal', 'portugal']","[('ronaldo', 'ORG'), ('portugal', 'GPE')]",8
@AbdulRehman-d1f8e,2026-06-21T11:13:44Z,0,"Ronaldo is famous for football, but cricket is famous because of the King, Babar Azam.",fJrctBM0poE,ronaldo is famous for football but cricket is famous because of the king babar azam,neutral,0.0,"['ronaldo famous', 'cricket famous', 'famous football']","[('ronaldo', 'ORG')]",-1
@buyitany2288,2026-06-21T10:52:49Z,1,Ronaldo is like Turkish National Football Players 😂🎉 Why?,fJrctBM0poE,ronaldo is like turkish national football players why,positive,0.3612,"['ronaldo like', 'ronaldo', 'like turkish']","[('ronaldo', 'ORG')]",-1
@jothim4540,2026-06-21T10:49:35Z,0,The production quality is top notch I learned a lot from it.,fJrctBM0poE,the production quality is top notch i learned a lot from it,positive,0.2023,"['production quality', 'quality', 'quality notch']",[],92
@kata-b3e,2026-06-21T10:30:08Z,0,😢,fJrctBM0poE,,neutral,0.0,[],[],0
@tomass6292,2026-06-21T10:26:52Z,0,DONDE ESTA CR7 !? CR7 DONDE ESTA!?😂,fJrctBM0poE,donde esta cr7 cr7 donde esta,neutral,0.0,"['esta cr7', 'donde esta', 'cr7 donde']","[('cr7 cr7', 'PERSON')]",-1
@Supervegeta-4112,2026-06-21T10:15:27Z,0,Their is only hope left for portugal to win😢,fJrctBM0poE,their is only hope left for portugal to win,positive,0.7717,"['portugal win', 'left portugal', 'portugal']","[('portugal', 'GPE')]",8
@AlSk-l2w,2026-06-21T10:02:42Z,0,Ronaldoismybest,fJrctBM0poE,ronaldoismybest,neutral,0.0,['ronaldoismybest'],[],66
@RodrigoEufrázio-y7q,2026-06-21T09:53:44Z,0,João Cancelo with the goal of the tournament 😢,fJrctBM0poE,joão cancelo with the goal of the tournament,neutral,0.0,"['joão cancelo', 'cancelo goal', 'joão']","[('joão cancelo', 'PERSON')]",-1
@lesedi_lebona,2026-06-21T09:47:31Z,0,"Freddie Gibbs with a goal against Ronaldo's Portugal when DRC haven't been in since the '50s.
Peak.",fJrctBM0poE,freddie gibbs with a goal against ronaldo s portugal when don't really care haven t been in since the 50s peak,negative,-0.43,"['freddie gibbs', 'gibbs goal', 'goal ronaldo']","[('freddie gibbs', 'ORG'), ('ronaldo s portugal', 'ORG')]",-1
@FWC-e4x,2026-06-21T09:40:10Z,2,insane...,fJrctBM0poE,insane,negative,-0.4019,[],[],36
@AngelNsapu-x8m,2026-06-21T09:37:32Z,0,Je n'ai pas les choix dans ce match j'aime Ronaldo,fJrctBM0poE,je and Artificial Intelligence parent at side les choix dans ce match j aime ronaldo,positive,0.4767,"['aime ronaldo', 'choix dans', 'je artificial']","[('artificial intelligence', 'ORG')]",39
@CLIAFOLANI,2026-06-21T09:37:04Z,0,penaldo for reason 😂😂😂,fJrctBM0poE,penaldo for reason,neutral,0.0,"['penaldo reason', 'penaldo', 'reason']","[('penaldo', 'PERSON')]",41
@BHKAMY,2026-06-21T09:36:32Z,0,Ma,fJrctBM0poE,ma,neutral,0.0,[],[],31
@ThatMallufitguy,2026-06-21T09:35:42Z,0,"All the people hating on Ronaldo😂
Wait till fifa is over then lets see ✋️ 
Mfs be finding any excuse to set him on fire.",fJrctBM0poE,all the people hating on ronaldo wait till fifa is over then lets see mfs be finding any excuse to set him on fire,negative,-0.6597,"['hating ronaldo', 'ronaldo wait', 'ronaldo']","[('fifa', 'ORG'), ('mfs be', 'PERSON')]",108
@AngelNsapu-x8m,2026-06-21T09:32:58Z,0,Quand même je suis congolais mais Ronaldo  fait l'effort tu peux gagner😊,fJrctBM0poE,quand même je suis congolais mais ronaldo fait l effort thank you peux gagner,positive,0.6705,"['congolais mais', 'ronaldo fait', 'suis congolais']","[('quand même je suis congolais mais ronaldo', 'PERSON'), ('fait l', 'ORG')]",39
@chakm9,2026-06-21T09:26:20Z,1,Penldo is a joke at this point,fJrctBM0poE,penldo is a joke at this point,positive,0.296,"['penldo joke', 'penldo', 'joke point']","[('penldo', 'ORG')]",-1
@NSNaim-ONS,2026-06-21T08:52:43Z,0,Ronaldo❤,fJrctBM0poE,ronaldo,neutral,0.0,[],[],13
@MkLoyce-z8o,2026-06-21T08:46:40Z,0,Qiuero Crist❤,fJrctBM0poE,qiuero crist,neutral,0.0,"['qiuero crist', 'qiuero', 'crist']",[],81
@YosoHartono-q8e3o,2026-06-21T08:43:47Z,0,Rinaldo dah tua jadi kurang akurat.,fJrctBM0poE,rinaldo dumb as hell tua jadi kurang akurat,negative,-0.836,"['rinaldo dumb', 'rinaldo', 'kurang akurat']","[('kurang', 'ORG')]",11
@Rdx_vlogs_124,2026-06-21T08:42:36Z,0,Ronaldo fan like ❤🎉,fJrctBM0poE,ronaldo fan like,positive,0.5859,"['ronaldo fan', 'ronaldo', 'fan like']","[('ronaldo', 'ORG')]",73
@vedantlearningpoint,2026-06-21T08:40:30Z,2,I beleive in my goat Ronald he will won the wc 2026 🇵🇹🐐,fJrctBM0poE,i beleive in my goat ronald he will won the who cares 2026,positive,0.7717,"['cares 2026', 'goat ronald', '2026']",[],72
@MAlKayyali,2026-06-21T08:10:34Z,0,Ronaldo should be with fans 😂,fJrctBM0poE,ronaldo should be with fans,neutral,0.0,"['ronaldo fans', 'ronaldo', 'fans']","[('ronaldo', 'ORG')]",73
@RobloxPremiuma,2026-06-21T08:08:36Z,1,It doesnt mean he cant scores or the team is like messi vs saudi arabia in 2022 wc messi lost again it that was worst more than the tie of cristinao ronaldo but messi has goal which is penalty and if penalty messi is wow but if atleast ronaldo scores a goal they said PeNado and more worst is penalty and tap in.well they provokes ronaldo for no goal but if ronaldo scores a twice goal or single goal for penalty or whaever and still they blame which is jeleous of ronaldo perfomance 💔✌,fJrctBM0poE,it doesnt mean he cant scores or the team is like messi vs saudi arabia in 2022 who cares messi lost again it that was worst more than the tie of cristinao ronaldo but messi has goal which is penalty and if penalty messi is wow but if atleast ronaldo scores a goal they said penado and more worst is penalty and tap in well they provokes ronaldo for no goal but if ronaldo scores a twice goal or single goal for penalty or whaever and still they blame which is jeleous of ronaldo perfomance,negative,-0.9775,"['penalty messi', 'messi goal', 'cares messi']","[('messi vs', 'PERSON'), ('saudi arabia', 'GPE'), ('messi', 'PERSON'), ('messi', 'PERSON'), ('penalty messi', 'PERSON'), ('ronaldo', 'ORG'), ('ronaldo', 'ORG')]",37
@FazmiyaIssath,2026-06-21T08:07:04Z,1,My fan is Ronaldo😊😊😊😊😊😊😊,fJrctBM0poE,my fan is ronaldo,positive,0.3182,"['fan ronaldo', 'ronaldo', 'fan']",[],73
@万恶的嘻嘻屁,2026-06-21T08:06:21Z,0,"""Carefully watch the entire match and see why the teammates didn’t pass the ball to Cristiano Ronaldo. This guy is way too selfish and narcissistic. As the captain, he only thinks about himself. I’m not exaggerating — if Bruno Fernandes or any other teammate got into an argument with an opponent, this captain would just stand far away and watch.
Look at Messi — he’s literally just strolling around, yet even when teammates pass him the ball, Messi can still create opportunities for his teammates. Cristiano Ronaldo’s character is completely inferior to Messi’s. Extremely selfish, extremely narcissistic.""",fJrctBM0poE,carefully watch the entire match and see why the teammates didn t pass the ball to cristiano ronaldo this guy is way too selfish and narcissistic as the captain he only thinks about himself i am not exaggerating if bruno fernandes or any other teammate got into an argument with an opponent this captain would just stand far away and watch look at messi he s literally just strolling around yet even when teammates pass him the ball messi can still create opportunities for his teammates cristiano ronaldo s character is completely inferior to messi s extremely selfish extremely narcissistic,negative,-0.7405,"['ball messi', 'messi', 'inferior messi']","[('messi s', 'PERSON')]",-1
@BeenaVarghese-v8w,2026-06-21T07:58:40Z,1,Why don't they pass to ronaldo,fJrctBM0poE,why denial of normal t they pass to ronaldo,neutral,0.0,"['pass ronaldo', 'ronaldo', 'denial normal']",[],-1
@astyrx0,2026-06-21T07:56:56Z,0,who else came from that tik tok video,fJrctBM0poE,who else came from that tik That's ok video,positive,0.296,"['came tik', 'tik ok', 'tik']",[],-1
@SleepyRN-b5n,2026-06-21T07:50:54Z,0,"Don't worry it's just the 1st game, Youtuber Ronaldo will score 7 goals in the next match🔥🔥",fJrctBM0poE,denial of normal t worry it s just the 1st game youtuber ronaldo will score 7 goals in the next match,negative,-0.4404,"['ronaldo score', 'youtuber ronaldo', 'ronaldo']","[('ronaldo', 'ORG')]",-1
@arianickb,2026-06-21T07:48:31Z,0,Hmmm 700 passes and no possession maybe y'all open your eyes before blaming Ronaldo,fJrctBM0poE,hmmm 700 passes and no possession maybe why all open your eyes before blaming ronaldo,negative,-0.6597,"['blaming ronaldo', '700 passes', 'passes possession']",[],101
@FishyLazy,2026-06-21T07:43:01Z,3,When age really hits,fJrctBM0poE,when age really hits,neutral,0.0,"['age', 'age really', 'hits']",[],14
@thenjiwemjemla3490,2026-06-21T07:40:48Z,0,pause to my goaltifyou want to win the World Cup,fJrctBM0poE,pause to my goaltifyou want to win the world cup,positive,0.6249,"['pause goaltifyou', 'goaltifyou want', 'pause']",[],-1
@peterkrassnig5879,2026-06-21T07:22:35Z,1,"Wenn Ronaldo mit Messi in einer Telefonzelle spielen, sieht Ronaldo die erste halbe Stunde keinen Ball!!",fJrctBM0poE,wenn ronaldo mit messi in einer telefonzelle spielen sieht ronaldo die erste halbe stunde keinen ball,negative,-0.5994,"['messi einer', 'sieht ronaldo', 'mit messi']","[('mit messi', 'PERSON'), ('telefonzelle spielen sieht', 'PERSON')]",107
@alexmercer999,2026-06-21T07:14:46Z,0,"@fifa consider speed music for the world cup official clip edits, dont just settle for the Shakira song, fyi we like it and we also wanna see the speed song to be used somewhere official. Hope you does. Thank you.",fJrctBM0poE,consider speed music for the world cup official clip edits don't just settle for the shakira song for your information we like it and we also want to see the speed song to be used somewhere official hope you does thank you,positive,0.802,"['shakira song', 'speed music', 'shakira']",[],74
@DeepakSharma7162-k7o,2026-06-21T06:45:13Z,1,"Ronaldo😂 is not even close to Messi in the game, I don't know why people compare him with Messi magic 🪄.",fJrctBM0poE,ronaldo is not even close to messi in the game i denial of normal t know why people compare him with messi magic,neutral,0.0,"['messi magic', 'compare messi', 'messi']","[('ronaldo', 'ORG'), ('messi magic', 'PERSON')]",37
@raminbedelli8210,2026-06-21T06:29:24Z,0,Сколько очков у Португалии??,fJrctBM0poE,сколько очков у португалии,neutral,0.0,"['очков португалии', 'сколько очков', 'португалии']","[('сколько очков', 'PERSON')]",2
@AjokeAromoke,2026-06-21T06:17:17Z,0,❤,fJrctBM0poE,,neutral,0.0,[],[],0
@ethien9093,2026-06-21T05:48:14Z,0,Penaldog just watching the game 😂😂😂,fJrctBM0poE,penaldog just watching the game,neutral,0.0,"['penaldog just', 'penaldog', 'watching game']",[],41
@muhammadsaiful1395,2026-06-21T05:16:18Z,1,Siuuuuuu 🎉🎉🎉🎉🎉Portugal🇵🇹,fJrctBM0poE,siuuuuuu portugal,neutral,0.0,"['siuuuuuu portugal', 'portugal', 'siuuuuuu']","[('portugal', 'GPE')]",35
@rishabhrawat2415,2026-06-21T05:07:31Z,2,Portugal deserved to lose.,fJrctBM0poE,portugal deserved to lose,negative,-0.4019,"['portugal deserved', 'deserved lose', 'portugal']","[('portugal', 'GPE')]",8
@SteamStreak-p4p,2026-06-21T04:56:42Z,0,Suiiiiiiiiiii,fJrctBM0poE,suiiiiiiiiiii,neutral,0.0,['suiiiiiiiiiii'],[],71
@Zackis77,2026-06-21T04:54:00Z,1,How does one lose all their skills like this,fJrctBM0poE,how does one lose all their skills like this,negative,-0.0516,"['lose skills', 'skills', 'skills like']",[],-1
@Zackis77,2026-06-21T04:53:16Z,1,Downfall gotta be studied,fJrctBM0poE,downfall got to be studied,neutral,0.0,"['downfall', 'downfall got', 'got studied']",[],-1
@DYReaction,2026-06-21T04:38:37Z,0,"This is all the coach's fault, Ronaldo should have been put on the bench, he would have won",fJrctBM0poE,this is all the coach s fault ronaldo should have been put on the bench he would have won,positive,0.25,"['ronaldo bench', 'fault ronaldo', 'coach fault']",[],-1
@Beatverse_h2,2026-06-21T04:32:42Z,1,"if peoples(esp haters) are criticizing you for a draw and not delevering in just one game despite very few chances created by the whole selfish egoistic team then remember you are the greatest .. ronaldo not performing well (along with his teammates which isnt talked enough) and all the blame goes you remember hes the goat 
even outshined pessi's hatrick",fJrctBM0poE,if people esp haters are criticizing you for a draw and not delevering in just one game despite very few chances created by the whole selfish egoistic team then remember you are the greatest ronaldo not performing well along with his teammates which isnt talked enough and all the blame goes you remember hes the goat even outshined pessi s hatrick,negative,-0.7467,"['criticizing draw', 'haters criticizing', 'ronaldo']","[('pessi s hatrick', 'ORG')]",108
@MunaBaskota-k7p,2026-06-21T04:30:17Z,0,Ronaldo is my fan,fJrctBM0poE,ronaldo is my fan,positive,0.3182,"['ronaldo fan', 'ronaldo', 'fan']","[('ronaldo', 'ORG')]",73
@Beatverse_h2,2026-06-21T04:24:34Z,2,"these unemployed pigf**kers really think they play like ronaldo ...973 goals ?
bet they havent event touched the ball on the field..the only balls they gargled are messi's",fJrctBM0poE,these unemployed pigf kers really think they play like ronaldo 973 goals bet they havent event touched the ball on the field the only balls they gargled are messi s,positive,0.6326,"['gargled messi', 'messi', 'like ronaldo']","[('messi s', 'PERSON')]",-1
@SameemaSakeer-r4w,2026-06-21T04:07:19Z,0,"Nooo ronaldo,s teammates din,t pass to ronaldo you dumb teammates 😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",fJrctBM0poE,nooo ronaldo s teammates didn't t pass to ronaldo you dumb teammates,negative,-0.5106,"['ronaldo dumb', 'ronaldo teammates', 'pass ronaldo']","[('nooo ronaldo', 'ORG')]",101
@Tutidella-c9b,2026-06-21T03:56:24Z,0,I Love Portugal selalu di 💓kali ini Portugal yg bawa pulng piala dunia❤❤,fJrctBM0poE,i love portugal selalu di kali ini portugal yg bawa pulng piala dunia,positive,0.6369,"['love portugal', 'portugal selalu', 'portugal yg']","[('portugal', 'GPE'), ('portugal', 'GPE'), ('bawa', 'GPE'), ('piala dunia', 'PERSON')]",-1
@Rijad.Osmanovic,2026-06-21T03:55:05Z,0,"When i was a kid, i wanted to play like ronaldo.
Now, Ronaldo plays like me.",fJrctBM0poE,when i was a kid i wanted to play like ronaldo now ronaldo plays like me,positive,0.8126,"['ronaldo plays', 'like ronaldo', 'ronaldo']",[],82
@ingedisonecuador,2026-06-21T03:23:18Z,0,"que duro jugar Portugal con un menos, penaldo es como cargar un saco de arena del desierto",fJrctBM0poE,que duro jugar portugal con un menos penaldo es como cargar un saco de arena del desierto,neutral,0.0,"['penaldo es', 'jugar portugal', 'menos penaldo']","[('duro jugar', 'ORG'), ('portugal', 'GPE'), ('un', 'ORG'), ('un saco de arena del', 'ORG')]",-1
@lohweichuen8512,2026-06-21T02:50:17Z,0,"Show respect guys, both CR7 & Messi are goat & legends. You will never have such scene for the next 100 years …. So enjoy this moment ❤",fJrctBM0poE,show respect guys both cr7 messi are goat legends you will never have such scene for the next 100 years so enjoy this moment,positive,0.8029,"['cr7 messi', 'messi goat', 'messi']","[('cr7 messi', 'PERSON')]",52
@CRJunior-e3h4q,2026-06-21T02:32:08Z,0,90 minute can't be determine a players whole carrier ❤CR7❤in fifa wc22 argentina has 1-2 result vs saudi 😂😂😂😂,fJrctBM0poE,90 minute can t be determine a players whole carrier cr7 in fifa wc22 argentina has 1 2 result vs saudi,neutral,0.0,"['cr7 fifa', 'carrier cr7', 'fifa wc22']","[('cr7', 'PERSON'), ('wc22 argentina', 'PERSON')]",119
@milova90,2026-06-21T02:11:09Z,0,portugal juara dunia,fJrctBM0poE,portugal juara dunia,neutral,0.0,"['portugal juara', 'juara dunia', 'juara']","[('portugal', 'GPE'), ('dunia', 'GPE')]",-1
@suthobay1621,2026-06-21T02:09:42Z,0,"I was doing intense training the other day when I broke down on the ground exhausted. I yelled ""RONALDO!"" to which my coach replied ""ok son you're done""",fJrctBM0poE,i was doing intense training the other day when i broke down on the ground exhausted i yelled ronaldo to which my coach replied okay son you reply done,negative,-0.4767,"['yelled ronaldo', 'ronaldo coach', 'coach replied']",[],-1
@ẶMpEÐ,2026-06-21T01:58:40Z,0,Ronaldo just happy to be there.,fJrctBM0poE,ronaldo just happy to be there,positive,0.5719,"['ronaldo just', 'ronaldo', 'just happy']",[],-1
@RicEwer,2026-06-21T01:21:45Z,1,Passing sampai lupa nendang ke gawang,fJrctBM0poE,passing sampai lupa nendang ke gawang,neutral,0.0,"['passing sampai', 'sampai lupa', 'ke gawang']","[('ke gawang', 'PERSON')]",11
@MagikarpUser14130,2026-06-21T01:14:47Z,0,"Compared to Argentina and Messi's performance, Portugal and Ronaldo's was truly pathetic. He was completely impotent.",fJrctBM0poE,compared to argentina and messi s performance portugal and ronaldo s was truly pathetic he was completely impotent,negative,-0.4927,"['ronaldo truly', 'messi performance', 'compared argentina']","[('argentina', 'GPE'), ('messi', 'PERSON'), ('portugal', 'GPE'), ('ronaldo s', 'ORG')]",37
@badhonHamza-y6j,2026-06-21T01:07:55Z,0,❤🎉❤🎉❤🎉❤🎉pm10,fJrctBM0poE,pm10,neutral,0.0,[],[],14
@ポッカキットpk,2026-06-21T00:40:38Z,0,コンゴしっかり強いね,fJrctBM0poE,コンゴしっかり強いね,neutral,0.0,['コンゴしっかり強いね'],[],1
@football-g3l3e,2026-06-20T23:59:59Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",60
@football-g3l3e,2026-06-20T23:59:54Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",38
@football-g3l3e,2026-06-20T23:59:49Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",60
@football-g3l3e,2026-06-20T23:59:44Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",38
@football-g3l3e,2026-06-20T23:59:40Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",60
@football-g3l3e,2026-06-20T23:59:36Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",38
@football-g3l3e,2026-06-20T23:59:14Z,1,CR7❤,fJrctBM0poE,cr7,neutral,0.0,[],"[('cr7', 'PERSON')]",60
@bobbythecoolgamer,2026-06-20T23:56:55Z,0,"""Suuuuui"" they said 😂",fJrctBM0poE,suuuuui they said,neutral,0.0,"['suuuuui said', 'suuuuui', 'said']",[],63
@GodOfShort1,2026-06-20T23:42:24Z,1,Congo ❤❤❤,fJrctBM0poE,congo,neutral,0.0,[],[],24
@LeoSantillan-g9z,2026-06-20T23:36:29Z,0,Festejo como messi🎉🎉❤❤❤❤,fJrctBM0poE,festejo como messi,neutral,0.0,"['festejo como', 'como messi', 'festejo']","[('festejo', 'ORG'), ('messi', 'PERSON')]",-1
@Quack201,2026-06-20T23:12:42Z,0,Can't wait to watch 60 year old Ronaldo playing :),fJrctBM0poE,can t wait to watch 60 year old ronaldo playing,positive,0.2023,"['old ronaldo', 'ronaldo playing', 'ronaldo']",[],133
@reyy_007,2026-06-20T23:10:50Z,2,"Y'all Ronaldo isn't the only player in the team . Stop with these comments, they're not funny. Y'all acting as if the other 10 in the field were invisible",fJrctBM0poE,why all ronaldo isn t the only player in the team stop with these comments they reply not funny why all acting as if the other 10 in the field were invisible,negative,-0.5583,"['ronaldo isn', 'ronaldo', 'field invisible']",[],-1
@Dreamboy_04,2026-06-20T23:10:04Z,1,Portugal team members not passing Cristiano rolodo 😢😢😢😢😢,fJrctBM0poE,portugal team members not passing cristiano rolodo,neutral,0.0,"['passing cristiano', 'cristiano rolodo', 'portugal team']",[],-1
@SakaGlazer7,2026-06-20T22:55:58Z,0,As a kid I always wished I played like ronaldo but now ronaldo plays like me.,fJrctBM0poE,as a kid i always wished i played like ronaldo but now ronaldo plays like me,positive,0.802,"['ronaldo plays', 'like ronaldo', 'ronaldo']",[],82
@juandavilc,2026-06-20T22:51:08Z,0,Hay está su Portugal 🤣🤣,fJrctBM0poE,hay está shut up portugal,neutral,0.0,"['shut portugal', 'está shut', 'hay está']","[('portugal', 'GPE')]",-1
@NatashaKirby-m7p,2026-06-20T21:43:53Z,0,Let's go Cristiano Ronaldo let's go,fJrctBM0poE,let s go cristiano ronaldo let s go,neutral,0.0,"['let cristiano', 'ronaldo let', 'cristiano ronaldo']",[],26
